id,group,games_played,retained_1,retained_7
356468,B,9,FALSE,FALSE
356475,B,83,TRUE,FALSE
356618,A,3,TRUE,FALSE
356646,B,16,FALSE,FALSE
356663,A,341,TRUE,TRUE
356932,A,4,TRUE,FALSE
357036,A,6,FALSE,FALSE
357087,A,8,FALSE,FALSE
357103,A,19,FALSE,FALSE
357138,B,7,TRUE,FALSE
357366,A,8,TRUE,FALSE
357525,B,19,FALSE,FALSE
357639,A,115,TRUE,FALSE
357702,B,10,FALSE,FALSE
357845,A,241,TRUE,TRUE
358029,B,10,FALSE,FALSE
358040,A,1,FALSE,FALSE
358457,B,6,FALSE,FALSE
358557,B,24,FALSE,FALSE
358637,B,13,TRUE,FALSE
358649,B,19,TRUE,FALSE
358682,A,6,FALSE,FALSE
358684,A,330,TRUE,TRUE
358843,A,7,TRUE,FALSE
359234,B,5,FALSE,FALSE
359350,B,47,TRUE,TRUE
359352,A,1,FALSE,FALSE
359354,B,25,TRUE,FALSE
359378,B,10,TRUE,FALSE
359399,A,30,TRUE,FALSE
359587,B,10,FALSE,FALSE
359728,A,122,TRUE,TRUE
359745,B,32,FALSE,FALSE
359996,A,217,FALSE,TRUE
360266,A,50,TRUE,FALSE
360528,B,17,FALSE,FALSE
360733,A,15,FALSE,FALSE
360759,A,132,TRUE,FALSE
360866,A,4,FALSE,TRUE
361125,B,246,TRUE,TRUE
361260,B,38,TRUE,FALSE
361278,B,2,FALSE,FALSE
361396,B,1,FALSE,FALSE
361511,B,82,TRUE,FALSE
361538,A,2,FALSE,FALSE
361765,B,4,FALSE,FALSE
361940,A,4,TRUE,FALSE
361942,B,35,TRUE,FALSE
362102,A,4,FALSE,FALSE
362274,A,7,TRUE,FALSE
362284,B,1,FALSE,FALSE
362420,B,76,TRUE,TRUE
362440,A,69,TRUE,TRUE
362481,B,13,FALSE,FALSE
362500,A,15,FALSE,FALSE
362602,A,18,TRUE,FALSE
362728,A,3,FALSE,FALSE
363086,A,3,FALSE,FALSE
363204,A,17,TRUE,FALSE
363287,A,39,TRUE,FALSE
363446,B,3,FALSE,FALSE
363575,B,136,TRUE,TRUE
363809,A,0,FALSE,FALSE
364051,B,31,FALSE,FALSE
364115,B,137,TRUE,TRUE
364127,A,3,FALSE,FALSE
364168,B,66,TRUE,FALSE
364204,B,44,FALSE,FALSE
364393,A,9,FALSE,FALSE
364436,B,7,FALSE,FALSE
364522,A,8,FALSE,FALSE
364635,A,7,FALSE,FALSE
364656,B,2,FALSE,FALSE
364715,A,1,FALSE,FALSE
364733,A,5,FALSE,FALSE
364769,B,149,TRUE,TRUE
364839,A,17,TRUE,FALSE
364901,A,13,FALSE,FALSE
364935,B,8,FALSE,FALSE
364958,B,24,TRUE,FALSE
364966,B,5,FALSE,FALSE
365000,A,4,FALSE,FALSE
365078,A,14,FALSE,FALSE
365194,A,14,FALSE,FALSE
365300,B,65,TRUE,FALSE
365395,B,31,TRUE,FALSE
365537,B,3,FALSE,FALSE
365570,A,113,TRUE,TRUE
365597,A,16,FALSE,FALSE
365759,B,3,FALSE,FALSE
365904,A,21,FALSE,FALSE
365918,A,61,TRUE,FALSE
365939,A,1,FALSE,FALSE
365960,B,6,FALSE,FALSE
366035,B,11,FALSE,FALSE
366115,A,8,FALSE,FALSE
366148,A,0,FALSE,FALSE
366196,B,3,FALSE,FALSE
366213,A,294,TRUE,TRUE
366343,A,71,TRUE,FALSE
366880,A,34,TRUE,TRUE
366990,A,190,TRUE,FALSE
366999,A,62,TRUE,FALSE
367125,B,113,TRUE,TRUE
367135,B,6,FALSE,FALSE
367281,B,33,FALSE,FALSE
367541,B,21,TRUE,FALSE
367642,A,28,FALSE,FALSE
367867,A,12,FALSE,FALSE
367959,B,5,TRUE,FALSE
368059,A,5,FALSE,FALSE
368335,A,15,TRUE,FALSE
368479,B,30,FALSE,FALSE
368547,A,20,TRUE,FALSE
368559,A,12,FALSE,FALSE
368742,B,16,FALSE,FALSE
368794,A,9,TRUE,FALSE
368805,A,42,TRUE,TRUE
368973,B,1,FALSE,FALSE
369076,B,66,TRUE,FALSE
369092,B,18,FALSE,FALSE
369128,B,40,TRUE,FALSE
369150,A,27,TRUE,FALSE
369151,A,154,TRUE,FALSE
369193,B,66,FALSE,FALSE
369230,A,65,TRUE,TRUE
369288,B,70,FALSE,FALSE
369342,A,30,FALSE,TRUE
369402,A,4,FALSE,FALSE
369522,A,237,TRUE,TRUE
369597,A,16,FALSE,FALSE
369614,A,122,TRUE,FALSE
369732,B,331,TRUE,TRUE
369846,B,2,FALSE,FALSE
369849,B,197,TRUE,TRUE
370095,A,8,TRUE,FALSE
370152,A,0,FALSE,FALSE
370381,B,0,FALSE,FALSE
370391,A,26,TRUE,FALSE
370747,A,32,FALSE,FALSE
370791,B,6,FALSE,TRUE
370989,A,16,TRUE,FALSE
371064,A,7,FALSE,FALSE
371112,B,95,TRUE,TRUE
371139,B,14,TRUE,FALSE
371237,A,28,FALSE,FALSE
371320,A,54,TRUE,FALSE
371366,A,149,TRUE,TRUE
372011,A,0,FALSE,FALSE
372206,A,0,FALSE,FALSE
372563,B,19,TRUE,FALSE
372577,A,20,FALSE,FALSE
372729,A,2,FALSE,FALSE
372834,B,135,TRUE,FALSE
372977,A,84,TRUE,TRUE
373056,A,14,FALSE,FALSE
373174,A,15,FALSE,FALSE
373239,B,3,FALSE,FALSE
373247,B,1,FALSE,FALSE
373248,A,25,TRUE,FALSE
373279,A,69,FALSE,FALSE
373529,B,4,FALSE,FALSE
373592,B,1,FALSE,FALSE
373683,B,45,TRUE,FALSE
373877,B,2,FALSE,FALSE
373990,A,66,TRUE,TRUE
374029,A,0,FALSE,FALSE
374075,B,1,FALSE,FALSE
374117,B,9,FALSE,FALSE
374188,B,14,FALSE,FALSE
374399,B,33,FALSE,FALSE
374439,A,21,TRUE,FALSE
374668,B,298,TRUE,TRUE
374787,B,22,FALSE,FALSE
374809,B,19,FALSE,FALSE
374894,A,33,FALSE,FALSE
374940,A,126,TRUE,TRUE
374943,A,227,TRUE,TRUE
375105,A,33,TRUE,TRUE
375172,B,26,FALSE,FALSE
375205,A,206,TRUE,FALSE
375471,B,3,FALSE,FALSE
375502,B,1,FALSE,FALSE
375649,A,8,TRUE,FALSE
375657,A,785,TRUE,TRUE
375673,B,17,TRUE,FALSE
375690,B,3,FALSE,FALSE
375741,B,4,FALSE,FALSE
375742,B,10,FALSE,FALSE
375819,A,3,FALSE,FALSE
375883,A,22,FALSE,FALSE
376047,A,22,TRUE,FALSE
376057,A,134,FALSE,TRUE
376089,A,83,TRUE,FALSE
376201,A,10,FALSE,FALSE
376530,B,103,TRUE,FALSE
376569,A,35,TRUE,FALSE
376764,A,33,TRUE,FALSE
376934,A,177,FALSE,TRUE
377066,B,5,FALSE,FALSE
377121,B,53,TRUE,FALSE
377538,A,5,TRUE,FALSE
377713,B,5,FALSE,FALSE
377742,A,3,FALSE,FALSE
378039,B,1,FALSE,FALSE
378131,B,3,TRUE,FALSE
378208,B,947,TRUE,TRUE
378222,A,2,FALSE,FALSE
378438,A,429,TRUE,TRUE
378549,A,15,FALSE,FALSE
378647,A,90,TRUE,TRUE
379100,B,4,FALSE,FALSE
379105,A,10,FALSE,FALSE
379349,A,346,TRUE,TRUE
379436,A,84,FALSE,FALSE
379531,B,25,TRUE,TRUE
379787,A,2,TRUE,FALSE
379832,B,21,FALSE,FALSE
379836,B,3,FALSE,FALSE
379977,B,0,FALSE,FALSE
380111,B,53,TRUE,TRUE
380206,B,1,FALSE,FALSE
380245,A,11,FALSE,FALSE
380264,B,33,TRUE,TRUE
380366,A,182,TRUE,TRUE
380447,B,3,FALSE,FALSE
380476,B,4,TRUE,FALSE
380489,A,30,TRUE,FALSE
380690,B,26,TRUE,TRUE
380760,A,16,FALSE,FALSE
380930,A,92,FALSE,TRUE
380963,A,34,TRUE,FALSE
380975,A,10,FALSE,FALSE
381233,B,34,TRUE,FALSE
381339,A,60,FALSE,TRUE
381410,B,14,TRUE,FALSE
381448,A,21,FALSE,FALSE
381459,B,12,FALSE,FALSE
381747,B,8,FALSE,FALSE
381938,A,42,FALSE,TRUE
382063,A,1,FALSE,FALSE
382205,B,18,FALSE,FALSE
382344,A,20,FALSE,FALSE
382439,B,236,TRUE,TRUE
382523,A,16,TRUE,FALSE
382591,B,4,FALSE,FALSE
382724,B,18,FALSE,FALSE
382813,B,2,FALSE,FALSE
382905,A,213,TRUE,FALSE
382969,A,14,FALSE,FALSE
383258,A,8,TRUE,TRUE
383425,B,6,FALSE,FALSE
383494,B,47,TRUE,FALSE
383679,B,6,FALSE,FALSE
383936,B,137,FALSE,TRUE
383973,A,5,FALSE,FALSE
383995,A,1,FALSE,FALSE
384168,A,92,TRUE,TRUE
384329,A,4,FALSE,FALSE
384350,B,3,FALSE,FALSE
384384,A,6,FALSE,FALSE
384388,B,14,FALSE,FALSE
384453,B,52,TRUE,FALSE
384647,B,3,FALSE,FALSE
384746,B,2,FALSE,FALSE
385020,A,0,FALSE,FALSE
385171,B,32,FALSE,TRUE
385221,A,65,TRUE,FALSE
385313,A,35,TRUE,TRUE
385491,A,124,TRUE,TRUE
385516,A,14,FALSE,FALSE
385579,A,229,TRUE,TRUE
385619,B,16,TRUE,FALSE
385690,A,7,FALSE,FALSE
385709,A,8,FALSE,TRUE
385720,A,4,FALSE,FALSE
385863,A,17,TRUE,FALSE
385903,A,9,FALSE,FALSE
386111,A,70,TRUE,FALSE
386270,A,27,TRUE,FALSE
386296,A,2,FALSE,FALSE
386369,B,284,TRUE,FALSE
386538,B,97,TRUE,FALSE
386608,A,107,TRUE,TRUE
386696,B,96,TRUE,FALSE
386733,B,62,TRUE,FALSE
386739,B,6,FALSE,FALSE
386860,A,3,FALSE,FALSE
387104,B,7,TRUE,FALSE
387127,B,6,FALSE,FALSE
387210,B,9,TRUE,FALSE
387258,A,97,TRUE,FALSE
387297,B,2,FALSE,FALSE
387361,B,6,FALSE,FALSE
387490,A,7,FALSE,FALSE
387515,B,13,FALSE,FALSE
387517,A,6,TRUE,FALSE
387785,B,513,TRUE,TRUE
387797,A,46,TRUE,FALSE
387979,B,1,FALSE,FALSE
388249,A,29,TRUE,FALSE
388419,B,23,TRUE,FALSE
388467,B,16,TRUE,FALSE
388830,B,2,FALSE,FALSE
388889,B,38,FALSE,FALSE
389019,B,147,TRUE,FALSE
389215,A,105,TRUE,FALSE
389286,A,10,FALSE,FALSE
389318,B,1,FALSE,FALSE
389453,B,10,FALSE,FALSE
389471,A,38,TRUE,FALSE
389556,B,4,FALSE,FALSE
389624,A,112,TRUE,FALSE
389687,A,55,FALSE,TRUE
389691,A,0,FALSE,FALSE
389849,B,40,TRUE,FALSE
390041,B,0,FALSE,FALSE
390053,A,1,FALSE,FALSE
390143,A,197,TRUE,TRUE
390151,B,1,FALSE,FALSE
390166,A,34,FALSE,FALSE
390288,A,6,TRUE,FALSE
390377,A,73,TRUE,FALSE
390382,A,3,FALSE,FALSE
390405,A,167,FALSE,TRUE
390538,A,2,FALSE,FALSE
390649,B,1,FALSE,FALSE
390790,A,22,TRUE,FALSE
390818,A,373,TRUE,FALSE
390874,A,0,FALSE,FALSE
391161,A,4,FALSE,FALSE
391484,A,0,FALSE,FALSE
391522,A,40,TRUE,FALSE
391808,A,133,FALSE,TRUE
391832,B,131,TRUE,TRUE
391926,B,2,FALSE,FALSE
392034,B,37,TRUE,FALSE
392052,B,6,FALSE,FALSE
392079,A,14,FALSE,FALSE
392102,B,1,FALSE,FALSE
392149,B,12,FALSE,FALSE
392282,B,113,TRUE,TRUE
392644,A,8,FALSE,FALSE
393055,B,17,FALSE,FALSE
393166,B,17,FALSE,FALSE
393315,A,3,FALSE,FALSE
393402,B,22,FALSE,FALSE
393412,B,8,FALSE,FALSE
393522,A,9,FALSE,FALSE
393656,A,75,TRUE,FALSE
393729,A,3,FALSE,FALSE
393897,B,0,FALSE,FALSE
394095,B,8,TRUE,FALSE
394106,B,14,FALSE,FALSE
394163,B,1,FALSE,FALSE
394257,B,4,FALSE,TRUE
394341,B,2,FALSE,FALSE
394532,A,24,FALSE,FALSE
394752,B,1,FALSE,FALSE
394754,B,4,FALSE,FALSE
394789,A,25,FALSE,FALSE
394937,B,19,FALSE,FALSE
395064,A,1,FALSE,FALSE
395156,A,6,FALSE,FALSE
395294,B,4,TRUE,FALSE
395305,A,7,TRUE,FALSE
395406,A,18,TRUE,FALSE
395411,B,45,TRUE,FALSE
395588,B,0,FALSE,FALSE
395707,A,20,TRUE,FALSE
395975,A,4,TRUE,FALSE
396129,B,20,TRUE,FALSE
396416,A,11,FALSE,FALSE
396541,B,104,TRUE,FALSE
396702,A,253,TRUE,TRUE
396803,A,14,TRUE,FALSE
397171,B,23,TRUE,FALSE
397211,B,31,TRUE,FALSE
397246,B,31,FALSE,TRUE
397308,A,17,TRUE,FALSE
397322,A,10,FALSE,FALSE
397329,A,4,FALSE,FALSE
397333,A,14,TRUE,FALSE
397341,B,22,FALSE,FALSE
397388,B,20,TRUE,FALSE
397579,B,13,FALSE,FALSE
397793,A,67,TRUE,FALSE
397874,A,14,FALSE,FALSE
397904,B,78,FALSE,FALSE
398085,A,454,TRUE,TRUE
398151,A,14,FALSE,FALSE
398227,B,270,TRUE,FALSE
398238,A,40,FALSE,FALSE
398438,B,1,FALSE,FALSE
398645,B,19,FALSE,FALSE
398647,B,83,TRUE,FALSE
398753,B,3,FALSE,FALSE
398801,B,45,TRUE,TRUE
398917,A,34,TRUE,FALSE
399150,A,32,FALSE,FALSE
399177,B,10,FALSE,FALSE
399211,A,27,TRUE,FALSE
399562,B,45,TRUE,FALSE
399753,B,21,TRUE,FALSE
400155,A,12,FALSE,FALSE
400185,B,7,FALSE,FALSE
400212,B,11,FALSE,FALSE
400251,B,9,TRUE,FALSE
400320,B,188,TRUE,TRUE
400336,A,49,TRUE,FALSE
400359,A,248,TRUE,FALSE
400492,B,137,FALSE,TRUE
400510,A,1,FALSE,FALSE
400536,B,61,FALSE,FALSE
400572,A,6,FALSE,FALSE
400619,A,14,TRUE,TRUE
400691,A,2,FALSE,FALSE
400794,A,22,TRUE,TRUE
400968,A,2,FALSE,FALSE
401304,B,5,TRUE,FALSE
401652,A,16,FALSE,FALSE
401693,B,118,TRUE,FALSE
401778,A,3,FALSE,FALSE
402272,B,6,FALSE,FALSE
402354,B,2,FALSE,FALSE
402425,B,42,FALSE,FALSE
402454,A,19,TRUE,FALSE
402485,B,47,FALSE,FALSE
402916,A,49,FALSE,FALSE
403152,A,5,FALSE,FALSE
403383,B,434,TRUE,TRUE
403460,B,14,TRUE,FALSE
403794,A,4,FALSE,FALSE
404167,B,55,TRUE,FALSE
404642,B,72,TRUE,TRUE
404726,B,25,FALSE,FALSE
404874,A,61,TRUE,TRUE
404932,B,23,FALSE,FALSE
405089,B,6,FALSE,FALSE
405158,B,26,TRUE,FALSE
405190,A,15,TRUE,FALSE
405217,B,15,FALSE,FALSE
405327,B,137,TRUE,FALSE
405380,B,50,TRUE,TRUE
405466,A,35,FALSE,TRUE
405971,A,442,TRUE,TRUE
406081,B,1,FALSE,FALSE
406185,A,7,FALSE,FALSE
406200,B,4,FALSE,FALSE
406201,A,11,FALSE,FALSE
406202,B,16,FALSE,FALSE
406211,A,2,FALSE,FALSE
406470,A,112,TRUE,FALSE
406701,B,9,FALSE,FALSE
406737,B,461,TRUE,TRUE
406812,A,261,TRUE,TRUE
407091,B,164,FALSE,FALSE
407258,A,258,FALSE,TRUE
407313,A,51,TRUE,FALSE
407365,B,29,TRUE,TRUE
407396,A,9,TRUE,FALSE
407492,A,29,TRUE,TRUE
407521,B,90,FALSE,FALSE
407576,A,4,FALSE,FALSE
407592,B,2,FALSE,FALSE
407774,B,2,TRUE,FALSE
407824,B,5,FALSE,FALSE
407828,B,174,TRUE,TRUE
408030,B,2,FALSE,FALSE
408180,A,14,FALSE,FALSE
408273,B,4,FALSE,FALSE
408318,B,59,TRUE,TRUE
408623,B,5,FALSE,FALSE
408682,B,8,TRUE,FALSE
408712,B,19,FALSE,FALSE
408750,B,1,FALSE,FALSE
408862,B,10,FALSE,TRUE
408875,B,11,TRUE,FALSE
409083,A,11,TRUE,FALSE
409145,B,3,FALSE,FALSE
409166,A,2,FALSE,FALSE
409388,A,1,FALSE,FALSE
409519,A,42,TRUE,FALSE
409570,A,70,TRUE,FALSE
409641,A,10,FALSE,FALSE
409645,A,17,TRUE,FALSE
409679,B,40,TRUE,FALSE
409780,B,1,FALSE,FALSE
409863,B,338,TRUE,TRUE
410025,B,50,TRUE,FALSE
410165,A,33,TRUE,FALSE
410565,A,59,TRUE,FALSE
410568,A,5,FALSE,FALSE
410726,A,6,FALSE,FALSE
410921,A,25,FALSE,FALSE
411506,A,24,TRUE,FALSE
411862,B,1,FALSE,FALSE
411955,A,20,FALSE,FALSE
411997,B,8,FALSE,FALSE
412011,A,39,TRUE,FALSE
412056,A,36,TRUE,FALSE
412116,B,17,TRUE,FALSE
412147,A,11,FALSE,FALSE
412310,A,11,FALSE,FALSE
412334,A,46,FALSE,FALSE
412584,B,7,TRUE,FALSE
412812,B,3,FALSE,FALSE
412989,B,111,FALSE,FALSE
413042,B,160,TRUE,FALSE
413323,B,52,TRUE,FALSE
413477,B,86,TRUE,FALSE
413513,B,4,TRUE,FALSE
413543,A,126,FALSE,TRUE
413730,A,11,FALSE,FALSE
413749,A,17,FALSE,FALSE
413870,A,276,TRUE,TRUE
413896,B,16,FALSE,FALSE
414066,A,72,TRUE,TRUE
414136,A,37,TRUE,FALSE
414145,A,39,TRUE,TRUE
414474,B,24,FALSE,TRUE
414509,A,24,TRUE,FALSE
414634,A,3,FALSE,FALSE
414756,B,87,TRUE,FALSE
414800,A,31,TRUE,TRUE
414906,A,96,TRUE,FALSE
415105,A,2,FALSE,FALSE
415170,A,258,TRUE,TRUE
415253,A,3,FALSE,FALSE
415267,A,144,TRUE,TRUE
415285,B,3,FALSE,FALSE
415289,A,38,FALSE,FALSE
415301,A,1,FALSE,FALSE
415376,B,51,TRUE,FALSE
415397,B,12,FALSE,FALSE
415476,A,2,FALSE,FALSE
415496,B,240,TRUE,TRUE
415566,A,70,TRUE,FALSE
415637,B,8,FALSE,FALSE
415726,B,0,FALSE,FALSE
415969,B,10,FALSE,FALSE
416094,A,134,TRUE,TRUE
416152,B,45,TRUE,FALSE
416411,B,219,TRUE,FALSE
416484,A,17,FALSE,FALSE
416489,A,9,FALSE,FALSE
416580,B,96,TRUE,FALSE
416655,B,24,FALSE,FALSE
416674,A,28,TRUE,FALSE
416835,A,121,TRUE,TRUE
416942,A,3,FALSE,FALSE
417079,B,65,FALSE,FALSE
417081,B,2,FALSE,FALSE
417263,B,94,TRUE,TRUE
417275,A,6,FALSE,FALSE
417339,A,120,TRUE,FALSE
417441,A,0,FALSE,FALSE
417578,B,189,TRUE,FALSE
417687,A,10,FALSE,FALSE
417699,B,180,TRUE,TRUE
417759,B,8,FALSE,FALSE
417812,B,38,TRUE,FALSE
417990,A,11,FALSE,TRUE
418174,B,12,FALSE,FALSE
418300,A,9,FALSE,FALSE
418421,B,56,TRUE,FALSE
418453,A,157,FALSE,FALSE
418516,A,223,TRUE,TRUE
418547,A,181,TRUE,TRUE
418765,A,50,TRUE,TRUE
418964,B,521,TRUE,TRUE
419017,A,2,FALSE,FALSE
419119,A,6,TRUE,FALSE
419275,A,162,TRUE,FALSE
419413,B,66,TRUE,TRUE
419938,A,88,TRUE,TRUE
420106,A,7,FALSE,FALSE
420160,B,5,FALSE,FALSE
420191,A,1,FALSE,FALSE
420304,A,6,TRUE,FALSE
420361,B,1,FALSE,FALSE
420909,B,18,TRUE,FALSE
420974,B,11,FALSE,FALSE
421116,A,9,TRUE,FALSE
421176,A,1,FALSE,FALSE
421456,B,1,FALSE,FALSE
421579,B,2,FALSE,FALSE
421739,A,4,FALSE,FALSE
421947,A,4,FALSE,FALSE
421969,B,927,TRUE,TRUE
422171,B,23,TRUE,FALSE
422218,B,26,TRUE,FALSE
422229,B,21,TRUE,FALSE
422297,A,4,FALSE,FALSE
422366,A,17,TRUE,FALSE
422374,B,10,FALSE,FALSE
422461,A,2,TRUE,FALSE
422697,A,7,FALSE,FALSE
422764,B,1,FALSE,FALSE
422804,B,37,TRUE,FALSE
422836,B,4,FALSE,TRUE
422858,A,8,FALSE,FALSE
422909,A,0,FALSE,FALSE
423012,A,90,TRUE,FALSE
423014,A,85,TRUE,FALSE
423159,B,2,FALSE,FALSE
423265,B,78,TRUE,FALSE
423281,A,1,FALSE,FALSE
423527,B,7,FALSE,FALSE
423766,A,48,TRUE,TRUE
423856,A,48,TRUE,FALSE
423879,B,92,TRUE,TRUE
423996,A,53,FALSE,FALSE
424389,A,1,FALSE,FALSE
424407,B,62,TRUE,TRUE
424474,B,30,FALSE,TRUE
424521,B,11,FALSE,FALSE
424620,B,16,FALSE,TRUE
424793,B,0,FALSE,FALSE
424956,B,34,FALSE,FALSE
425051,A,343,TRUE,TRUE
425114,A,55,TRUE,FALSE
425199,B,3,FALSE,FALSE
425282,A,0,FALSE,FALSE
425339,A,9,FALSE,FALSE
425357,B,15,FALSE,FALSE
425359,A,23,TRUE,FALSE
425471,A,39,FALSE,FALSE
425532,A,4,FALSE,FALSE
425620,B,14,TRUE,FALSE
425762,A,30,TRUE,FALSE
425844,B,6,FALSE,FALSE
426243,B,4,FALSE,FALSE
426280,B,4,FALSE,FALSE
426403,B,11,FALSE,FALSE
426708,B,0,FALSE,FALSE
426777,B,75,TRUE,FALSE
427328,A,2,FALSE,FALSE
427420,A,32,FALSE,FALSE
427607,A,1,FALSE,FALSE
427637,A,11,FALSE,FALSE
427638,A,8,TRUE,FALSE
427694,A,10,FALSE,FALSE
427849,B,11,TRUE,FALSE
427851,A,42,TRUE,FALSE
427860,A,3,FALSE,FALSE
428096,B,91,FALSE,FALSE
428136,A,1,FALSE,FALSE
428184,A,3,FALSE,FALSE
428248,A,14,TRUE,FALSE
428253,B,139,FALSE,TRUE
428393,B,18,TRUE,FALSE
428424,B,23,FALSE,FALSE
428447,B,4,FALSE,FALSE
428747,B,95,TRUE,FALSE
428970,B,5,FALSE,FALSE
429058,A,15,FALSE,FALSE
429137,B,152,TRUE,TRUE
429237,B,37,FALSE,FALSE
429306,A,2,FALSE,FALSE
429351,B,21,TRUE,FALSE
429532,B,136,TRUE,TRUE
429542,B,1,FALSE,FALSE
429579,B,51,TRUE,FALSE
429583,B,27,FALSE,FALSE
429838,B,3,FALSE,FALSE
429891,B,2,FALSE,FALSE
429922,A,13,FALSE,FALSE
430020,A,1,FALSE,FALSE
430079,B,2,FALSE,FALSE
430106,A,6,FALSE,FALSE
430294,A,5,FALSE,FALSE
430337,B,41,TRUE,FALSE
430342,B,37,FALSE,FALSE
430406,B,41,TRUE,FALSE
430452,B,102,TRUE,FALSE
430782,A,166,FALSE,FALSE
430913,A,54,TRUE,FALSE
430991,B,48,FALSE,FALSE
431061,A,282,TRUE,TRUE
431225,B,1,FALSE,FALSE
431355,A,21,FALSE,FALSE
431464,B,39,TRUE,FALSE
431540,B,75,FALSE,FALSE
431826,B,11,TRUE,FALSE
432388,B,12,TRUE,FALSE
432438,B,9,FALSE,FALSE
432452,B,2,FALSE,FALSE
432519,A,258,TRUE,FALSE
432550,A,12,TRUE,TRUE
432574,B,11,FALSE,FALSE
432617,A,20,FALSE,FALSE
432658,A,30,FALSE,FALSE
432661,B,9,FALSE,FALSE
432876,A,89,FALSE,FALSE
433038,A,296,TRUE,TRUE
433272,A,13,FALSE,FALSE
433364,B,4,FALSE,FALSE
433403,B,19,FALSE,FALSE
434321,A,51,TRUE,TRUE
434351,A,2,FALSE,FALSE
434486,A,8,TRUE,FALSE
434603,B,24,FALSE,FALSE
434677,A,9,FALSE,FALSE
434855,B,11,FALSE,FALSE
434856,B,2,FALSE,FALSE
434863,B,27,TRUE,FALSE
434884,B,22,TRUE,TRUE
434889,A,65,TRUE,FALSE
435078,B,50,TRUE,FALSE
435127,A,11,FALSE,FALSE
435422,B,7,FALSE,FALSE
435484,B,135,TRUE,TRUE
435493,A,244,TRUE,TRUE
435663,A,11,FALSE,FALSE
435761,A,3,FALSE,FALSE
435957,A,51,TRUE,FALSE
436389,B,6,FALSE,FALSE
436646,A,23,FALSE,FALSE
436730,B,378,FALSE,FALSE
436767,A,151,TRUE,TRUE
436851,B,0,FALSE,FALSE
436913,A,3,FALSE,FALSE
437151,A,11,FALSE,FALSE
437214,A,95,TRUE,FALSE
437247,B,62,TRUE,FALSE
437286,A,2,FALSE,FALSE
437323,B,19,TRUE,FALSE
437359,A,0,FALSE,FALSE
437366,A,13,TRUE,FALSE
437393,B,16,TRUE,TRUE
437425,A,3,FALSE,FALSE
437677,A,1,FALSE,FALSE
437752,B,1,FALSE,FALSE
437754,A,2,TRUE,FALSE
437944,B,48,TRUE,FALSE
437999,B,0,FALSE,FALSE
438030,A,8,FALSE,FALSE
438286,A,8,FALSE,FALSE
438653,A,107,TRUE,TRUE
438787,B,9,TRUE,FALSE
438794,B,129,TRUE,TRUE
439010,B,0,FALSE,FALSE
439054,B,1,FALSE,FALSE
439099,A,4,FALSE,FALSE
439106,A,19,TRUE,FALSE
439111,A,216,TRUE,TRUE
439254,B,1,FALSE,FALSE
439403,B,9,FALSE,FALSE
439555,B,11,FALSE,FALSE
439596,A,38,TRUE,FALSE
439660,A,0,FALSE,FALSE
439669,A,150,TRUE,TRUE
439687,B,24,TRUE,TRUE
439715,A,183,TRUE,TRUE
439847,B,15,TRUE,FALSE
439887,B,176,TRUE,TRUE
439904,A,8,FALSE,FALSE
439981,B,9,FALSE,FALSE
440142,B,12,FALSE,FALSE
440228,A,132,TRUE,TRUE
440275,A,40,TRUE,FALSE
440290,B,199,TRUE,TRUE
440400,B,20,FALSE,TRUE
440640,B,1,FALSE,FALSE
440747,B,63,FALSE,FALSE
440885,A,8,FALSE,FALSE
440951,A,3,FALSE,FALSE
440990,A,11,FALSE,FALSE
441063,A,0,FALSE,FALSE
441149,B,1,FALSE,FALSE
441226,A,7,TRUE,FALSE
441561,B,178,FALSE,TRUE
441597,B,20,TRUE,FALSE
441632,A,75,FALSE,FALSE
441663,B,4,FALSE,FALSE
441801,B,5,FALSE,FALSE
442051,B,0,FALSE,FALSE
442217,A,47,TRUE,FALSE
442299,B,342,TRUE,TRUE
442463,B,13,TRUE,FALSE
442819,A,0,TRUE,FALSE
442878,A,97,TRUE,FALSE
442896,B,4,FALSE,FALSE
442940,B,619,TRUE,TRUE
442956,A,5,FALSE,FALSE
443040,B,108,TRUE,TRUE
443596,B,2,FALSE,FALSE
443638,A,13,FALSE,FALSE
443814,B,26,FALSE,FALSE
443928,B,49,TRUE,FALSE
443985,A,38,TRUE,TRUE
443998,B,8,TRUE,FALSE
444018,B,1,FALSE,FALSE
444034,A,521,TRUE,TRUE
444091,B,3,TRUE,FALSE
444112,A,18,TRUE,FALSE
444374,B,0,FALSE,FALSE
444439,A,45,TRUE,FALSE
444578,B,48,TRUE,FALSE
444651,A,108,TRUE,TRUE
444719,A,18,TRUE,FALSE
444760,A,165,TRUE,TRUE
444951,B,24,TRUE,FALSE
444967,A,62,FALSE,TRUE
444995,A,10,FALSE,FALSE
445115,B,6,TRUE,FALSE
445212,A,41,TRUE,TRUE
445228,A,95,TRUE,TRUE
445266,A,97,TRUE,TRUE
445575,B,10,FALSE,FALSE
445648,A,2,FALSE,FALSE
445659,B,58,TRUE,FALSE
445874,B,4,FALSE,FALSE
445875,A,145,TRUE,TRUE
445917,B,21,TRUE,FALSE
446077,B,4,FALSE,FALSE
446169,B,177,TRUE,TRUE
446248,A,9,FALSE,FALSE
446264,B,49,FALSE,FALSE
446393,A,9,FALSE,FALSE
446500,A,36,TRUE,FALSE
